contract_id,address,static_severity,behavioral_score,correlation_score,fused_risk_score,triggered_rules,findings_matched,label
kg_5e58ddf7a0e7,0xBenign0023,0.0,0.4794,0.0,0.1678,,,0
kg_d65a20e36bb3,0xAdversary0017,0.0,0.4787,0.0,0.1675,,,0
kg_d65a20e36bb3,0xAdversary0023,0.0,0.4784,0.0,0.1674,,,0
kg_d65a20e36bb3,0xAdversary0053,0.0,0.4776,0.0,0.1672,,,0
kg_5e58ddf7a0e7,0xAdversary0114,0.0,0.4775,0.0,0.1671,,,0
kg_d65a20e36bb3,0xBenign0001,0.0,0.4763,0.0,0.1667,,,0
kg_d65a20e36bb3,0xAdversary0048,0.0,0.4759,0.0,0.1666,,,0
kg_5e58ddf7a0e7,0xBenign0020,0.0,0.476,0.0,0.1666,,,0
kg_d65a20e36bb3,0xAdversary0047,0.0,0.4754,0.0,0.1664,,,0
kg_5e58ddf7a0e7,0xAdversary0101,0.0,0.4753,0.0,0.1664,,,0
kg_00aad096d3a6,0xNoisyBenign0007,0.0,0.4744,0.0,0.166,,,0
kg_5e58ddf7a0e7,0xBenign0005,0.0,0.4741,0.0,0.166,,,0
kg_5e58ddf7a0e7,0xAdversary0036,0.0,0.4734,0.0,0.1657,,,0
kg_5e58ddf7a0e7,0xAdversary0060,0.0,0.4723,0.0,0.1653,,,0
kg_5e58ddf7a0e7,0xAdversary0108,0.0,0.4721,0.0,0.1652,,,0
kg_d65a20e36bb3,0xAdversary0084,0.0,0.472,0.0,0.1652,,,0
kg_d65a20e36bb3,0xAdversary0114,0.0,0.4711,0.0,0.1649,,,0
kg_5e58ddf7a0e7,0xBenign0011,0.0,0.4706,0.0,0.1647,,,0
kg_d65a20e36bb3,0xAdversary0036,0.0,0.4707,0.0,0.1647,,,0
kg_00aad096d3a6,0xNoisyBenign0014,0.0,0.4688,0.0,0.1641,,,0
kg_5e58ddf7a0e7,0xBenign0032,0.0,0.4688,0.0,0.1641,,,0
kg_5e58ddf7a0e7,0xAdversary0066,0.0,0.468,0.0,0.1638,,,0
kg_5e58ddf7a0e7,0xAdversary0012,0.0,0.4674,0.0,0.1636,,,0
kg_fdaf0fa7538f,0xNoisyBenign0008,0.0,0.4672,0.0,0.1635,,,0
kg_d65a20e36bb3,0xBenign0032,0.0,0.4666,0.0,0.1633,,,0
kg_fdaf0fa7538f,0xNoisyBenign0009,0.0,0.4667,0.0,0.1633,,,0
kg_fdaf0fa7538f,0xNoisyBenign0006,0.0,0.4649,0.0,0.1627,,,0
kg_d65a20e36bb3,0xAdversary0012,0.0,0.465,0.0,0.1627,,,0
kg_d65a20e36bb3,0xAdversary0042,0.0,0.4649,0.0,0.1627,,,0
kg_5e58ddf7a0e7,0xAdversary0090,0.0,0.4644,0.0,0.1625,,,0
kg_d65a20e36bb3,0xAdversary0018,0.0,0.4639,0.0,0.1624,,,1
kg_5e58ddf7a0e7,0xAdversary0078,0.0,0.4638,0.0,0.1623,,,1
kg_5e58ddf7a0e7,0xBenign0016,0.0,0.4635,0.0,0.1622,,,1
kg_00aad096d3a6,0xNoisyBenign0010,0.0,0.4632,0.0,0.1621,,,1
kg_d65a20e36bb3,0xAdversary0054,0.0,0.4625,0.0,0.1619,,,1
kg_d65a20e36bb3,0xBenign0016,0.0,0.4621,0.0,0.1618,,,1
kg_fdaf0fa7538f,0xNoisyBenign0000,0.0,0.461,0.0,0.1614,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0005,0.0,0.4601,0.0,0.161,,,1
kg_00aad096d3a6,0xNoisyBenign0013,0.0,0.459,0.0,0.1606,,,1
kg_d65a20e36bb3,0xBenign0017,0.0,0.4582,0.0,0.1604,,,1
kg_d65a20e36bb3,0xBenign0028,0.0,0.4581,0.0,0.1603,,,1
kg_d65a20e36bb3,0xAdversary0078,0.0,0.4579,0.0,0.1603,,,1
kg_d65a20e36bb3,0xBenign0023,0.0,0.4565,0.0,0.1598,,,1
kg_d65a20e36bb3,0xAdversary0102,0.0,0.4566,0.0,0.1598,,,1
kg_00aad096d3a6,0xNoisyBenign0002,0.0,0.4566,0.0,0.1598,,,1
kg_d65a20e36bb3,0xAdversary0108,0.0,0.4562,0.0,0.1597,,,1
kg_5e58ddf7a0e7,0xBenign0006,0.0,0.4556,0.0,0.1594,,,1
kg_fdaf0fa7538f,0xNoisyBenign0003,0.0,0.4552,0.0,0.1593,,,1
kg_d65a20e36bb3,0xAdversary0000,0.0,0.4545,0.0,0.1591,,,1
kg_00aad096d3a6,0xNoisyBenign0011,0.0,0.4546,0.0,0.1591,,,1
kg_d65a20e36bb3,0xBenign0002,0.0,0.4544,0.0,0.159,,,0
kg_00aad096d3a6,0xNoisyBenign0004,0.0,0.4539,0.0,0.1589,,,0
kg_d65a20e36bb3,0xAdversary0066,0.0,0.4538,0.0,0.1588,,,0
kg_fdaf0fa7538f,0xNoisyBenign0013,0.0,0.4534,0.0,0.1587,,,0
kg_5e58ddf7a0e7,0xBenign0028,0.0,0.4532,0.0,0.1586,,,0
kg_00aad096d3a6,0xNoisyBenign0005,0.0,0.4529,0.0,0.1585,,,0
kg_fdaf0fa7538f,0xNoisyBenign0010,0.0,0.4521,0.0,0.1582,,,0
kg_d65a20e36bb3,0xNoisyBenign0002,0.0,0.4505,0.0,0.1577,,,0
kg_5e58ddf7a0e7,0xBenign0034,0.0,0.4504,0.0,0.1576,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0007,0.0,0.4499,0.0,0.1575,,,0
kg_fdaf0fa7538f,0xNoisyBenign0012,0.0,0.4494,0.0,0.1573,,,0
kg_00aad096d3a6,0xNoisyBenign0012,0.0,0.4489,0.0,0.1571,,,0
kg_5e58ddf7a0e7,0xBenign0029,0.0,0.4488,0.0,0.1571,,,0
kg_d65a20e36bb3,0xBenign0021,0.0,0.4485,0.0,0.157,,,0
kg_5e58ddf7a0e7,0xBenign0010,0.0,0.4479,0.0,0.1568,,,0
kg_5e58ddf7a0e7,0xBenign0001,0.0,0.4479,0.0,0.1568,,,0
kg_00aad096d3a6,0xNoisyBenign0009,0.0,0.4468,0.0,0.1564,,,0
kg_d65a20e36bb3,0xBenign0022,0.0,0.4462,0.0,0.1562,,,0
kg_fdaf0fa7538f,0xNoisyBenign0014,0.0,0.4455,0.0,0.1559,,,0
kg_d65a20e36bb3,0xBenign0003,0.0,0.441,0.0,0.1543,,,0
kg_fdaf0fa7538f,0xNoisyBenign0004,0.0,0.4409,0.0,0.1543,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0013,0.0,0.44,0.0,0.154,,,0
kg_d65a20e36bb3,0xBenign0033,0.0,0.4389,0.0,0.1536,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0014,0.0,0.4327,0.0,0.1515,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0011,0.0,0.4276,0.0,0.1497,,,0
kg_5e58ddf7a0e7,0xBenign0025,0.0,0.4212,0.0,0.1474,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0006,0.0,0.4208,0.0,0.1473,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0003,0.0,0.4114,0.0,0.144,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0010,0.0,0.4093,0.0,0.1433,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0002,0.0,0.4091,0.0,0.1432,,,0
kg_5e58ddf7a0e7,0xNoisyBenign0001,0.0,0.4078,0.0,0.1427,,,1
kg_d65a20e36bb3,0xNoisyBenign0014,0.0,0.4074,0.0,0.1426,,,1
kg_d65a20e36bb3,0xNoisyBenign0006,0.0,0.4052,0.0,0.1418,,,1
kg_d65a20e36bb3,0xNoisyBenign0013,0.0,0.4019,0.0,0.1407,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0012,0.0,0.4018,0.0,0.1406,,,1
kg_d65a20e36bb3,0xNoisyBenign0004,0.0,0.4011,0.0,0.1404,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0009,0.0,0.399,0.0,0.1396,,,1
kg_d65a20e36bb3,0xNoisyBenign0001,0.0,0.3974,0.0,0.1391,,,1
kg_d65a20e36bb3,0xNoisyBenign0005,0.0,0.3968,0.0,0.1389,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0000,0.0,0.3967,0.0,0.1389,,,1
kg_d65a20e36bb3,0xNoisyBenign0003,0.0,0.3936,0.0,0.1378,,,1
kg_d65a20e36bb3,0xNoisyBenign0008,0.0,0.3917,0.0,0.1371,,,1
kg_d65a20e36bb3,0xNoisyBenign0009,0.0,0.3905,0.0,0.1367,,,1
kg_d65a20e36bb3,0xNoisyBenign0010,0.0,0.3868,0.0,0.1354,,,1
kg_d65a20e36bb3,0xNoisyBenign0012,0.0,0.387,0.0,0.1354,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0004,0.0,0.3865,0.0,0.1353,,,1
kg_5e58ddf7a0e7,0xNoisyBenign0008,0.0,0.3862,0.0,0.1352,,,1
kg_d65a20e36bb3,0xNoisyBenign0007,0.0,0.3854,0.0,0.1349,,,1
kg_d65a20e36bb3,0xNoisyBenign0000,0.0,0.3839,0.0,0.1344,,,1
kg_d65a20e36bb3,0xNoisyBenign0011,0.0,0.3809,0.0,0.1333,,,1
